,Model,Fuel Type,Engine Size,Transmission,Mileage,Doors,BHP,Year,Body Type,CO2,Colour,MPG,Previous Keepers,Ultra Low Emission Zone  ,Tax,Price,MOT Expires,Interior Trim,Euro Status
103,Golf,Petrol,1.5L,Automatic,"26,685 miles",5,148 bhp,2019 (69),Hatchback,116 g/km,BLACK,44.8,1.0,Euro 6,£199,"£20,100",,,
104,Golf,Diesel,2.0L,Automatic,"48,184 miles",5,182 bhp,2017 (67),Hatchback,129 g/km,INDIUM GREY,57.7,2.0,Euro 6,£199,"£20,000",29-09-2022,,
105,Golf,Diesel,2.0L,Automatic,"44,419 miles",3,182 bhp,2018 (67),Hatchback,129 g/km,DEEP BLACK PEARL,57.7,1.0,Euro 6,£199,"£20,000",25-01-2022,,
106,Polo,Petrol,2.0L,Automatic,"16,373 miles",5,197 bhp,2019 (19),Hatchback,136 g/km,BLACK,39.8,1.0,Euro 6,£199,"£20,000",,,
107,T-Roc,Petrol,1.0L,Manual,"14,616 miles",5,113 bhp,2018 (68),Hatchback,119 g/km,WHITE,44.1,1.0,Euro 6,£199,"£20,000",27-09-2022,,
108,Tiguan,Diesel,2.0L,Manual,"43,975 miles",5,148 bhp,2018 (68),Estate,124 g/km,INDIUM GREY,47.9,1.0,Euro 6,£199,"£20,000",12-10-2022,,
109,Tiguan,Petrol,1.4L,Manual,"31,655 miles",5,123 bhp,2018 (67),Estate,139 g/km,DEEP BLACK PEARL,46.3,1.0,Euro 6,£199,"£19,900",29-06-2022,,
110,Golf,Petrol,1.5L,Automatic,"5,621 miles",5,128 bhp,2018 (68),Hatchback,109 g/km,SILVER,47.1,,Euro 6,£199,"£19,900",19-10-2022,,
111,Scirocco,Petrol,2.0L,Manual,"29,820 miles",2,278 bhp,2017 (17),Coupe,187 g/km,GREY,34.9,2.0,Euro 6,£199,"£19,800",18-10-2022,,
112,Golf,Diesel,2.0L,Manual,"34,065 miles",5,182 bhp,2017 (67),Hatchback,119 g/km,INDIUM GREY,60.1,1.0,Euro 6,£199,"£19,750",17-01-2022,,
113,Golf,Diesel,2.0L,Automatic,"56,758 miles",5,182 bhp,2018 (18),Hatchback,122 g/km,PURE WHITE,57.7,1.0,Euro 6,£199,"£19,700",11-04-2022,,
114,Golf,Diesel,2.0L,Manual,"34,947 miles",5,182 bhp,2017 (67),Hatchback,119 g/km,ISSAC BLUE,60.1,2.0,Euro 6,£199,"£19,700",08-09-2022,,
115,Tiguan,Diesel,2.0L,Manual,"55,254 miles",5,148 bhp,2018 (18),Estate,146 g/km,WHITE,50.4,1.0,Euro 6,£199,"£19,500",31-03-2022,,
116,Tiguan,Diesel,2.0L,Manual,"33,555 miles",5,113 bhp,2018 (68),Estate,125 g/km,WHITE,60.1,1.0,Euro 6,£199,"£19,400",05-09-2022,,
117,Scirocco,Petrol,2.0L,Automatic,"27,753 miles",2,178 bhp,2018 (18),Coupe,148 g/km,PURE WHITE,44.1,1.0,Euro 6,£199,"£19,400",20-04-2022,,
118,Polo,Petrol,2.0L,Automatic,"9,274 miles",5,197 bhp,2019 (69),Hatchback,136 g/km,GREY,39.8,1.0,Euro 6,£199,"£19,300",,,
119,Polo,Petrol,2.0L,Automatic,"11,994 miles",5,197 bhp,2019 (19),Hatchback,136 g/km,RED,39.8,1.0,Euro 6,£199,"£19,250",,,
120,Passat,Petrol,1.4L,Manual,"41,136 miles",5,148 bhp,2018 (18),Estate,120 g/km,WHITE,54.3,1.0,Euro 6,£199,"£19,200",29-07-2022,,
121,Golf,Diesel,2.0L,Automatic,"44,901 miles",5,182 bhp,2017 (17),Hatchback,129 g/km,DEEP BLACK PEARL,57.7,2.0,Euro 6,£199,"£19,000",06-10-2022,,
122,Golf,Hybrid Petrol,1.4L,Automatic,"64,861 miles",5,201 bhp,2017 (17),Hatchback,38 g/km,GREY,99.99,1.0,Euro 6,£199,"£19,000",27-07-2022,,
123,Polo,Petrol,2.0L,Automatic,"19,018 miles",5,197 bhp,2019 (19),Hatchback,136 g/km,BLACK,39.8,1.0,Euro 6,£199,"£19,000",,,
124,Passat,Diesel,2.0L,Manual,"42,056 miles",5,187 bhp,2017 (17),Estate,110 g/km,INDIUM GREY,67.3,1.0,Euro 6,£199,"£19,000",24-09-2022,,
125,Golf,Petrol,1.5L,Manual,"28,488 miles",5,148 bhp,2018 (68),Hatchback,117 g/km,WHITE SILVER,45.6,2.0,Euro 6,£199,"£19,000",,,
126,T-Roc,Petrol,1.0L,Manual,"34,819 miles",5,113 bhp,2018 (68),Hatchback,119 g/km,BLUE,44.1,1.0,Euro 6,£199,"£18,800",22-08-2022,,
127,Tiguan,Diesel,2.0L,Automatic,"77,087 miles",5,148 bhp,2017 (67),Estate,129 g/km,BLUE,57.7,2.0,Euro 6,£199,"£18,600",29-09-2022,,
128,Scirocco,Petrol,2.0L,Manual,"25,773 miles",2,178 bhp,2018 (18),Coupe,139 g/km,DEEP BLACK PEARL,47.1,2.0,Euro 6,£199,"£18,600",21-10-2022,,
129,Golf,Diesel,2.0L,Manual,"24,341 miles",5,148 bhp,2017 (67),Hatchback,106 g/km,INDIUM GREY,68.9,1.0,Euro 6,£199,"£18,600",11-11-2022,,
130,Golf,Diesel,2.0L,Automatic,"36,300 miles",5,148 bhp,2019 (69),Hatchback,116 g/km,GREY,53.3,1.0,Euro 6,£199,"£18,500",,,
131,Polo,Petrol,2.0L,Automatic,"14,253 miles",5,197 bhp,2019 (19),Hatchback,136 g/km,BLACK,39.8,1.0,Euro 6,£199,"£18,500",,,
132,Golf,Petrol,1.5L,Manual,"21,157 miles",5,128 bhp,2019 (69),Hatchback,115 g/km,BLACK,50.4,1.0,Euro 6,£199,"£18,500",,,
133,Polo,Petrol,2.0L,Automatic,"12,897 miles",5,197 bhp,2019 (69),Hatchback,136 g/km,WHITE,39.8,1.0,Euro 6,£199,"£18,500",,,
134,Golf,Diesel,1.6L,Automatic,"29,625 miles",5,114 bhp,2019 (19),Hatchback,107 g/km,GREY,54.3,2.0,Euro 6,£199,"£18,400",,,
135,Passat,Diesel,2.0L,Automatic,"64,080 miles",5,148 bhp,2018 (68),Estate,117 g/km,GREY,49.6,1.0,Euro 6,£199,"£18,400",31-10-2022,,
136,Polo,Petrol,2.0L,Automatic,"19,751 miles",5,197 bhp,2019 (69),Hatchback,136 g/km,BLACK,39.8,1.0,Euro 6,£199,"£18,400",,,
137,Polo,Petrol,2.0L,Automatic,"10,083 miles",5,197 bhp,2019 (19),Hatchback,136 g/km,RED,39.8,1.0,Euro 6,£199,"£18,300",,,
138,Passat,Diesel,2.0L,Automatic,"63,168 miles",5,148 bhp,2018 (68),Estate,117 g/km,Pyrite Silver Metallic,49.6,1.0,Euro 6,£199,"£18,300",23-09-2022,,
139,Tiguan,Diesel,2.0L,Manual,"74,643 miles",5,148 bhp,2018 (67),Estate,125 g/km,PURE WHITE,58.9,1.0,Euro 6,£199,"£18,100",20-09-2022,,
140,Golf,Petrol,1.4L,Automatic,"23,599 miles",5,121 bhp,2017 (67),Hatchback,119 g/km,GREY,55.4,1.0,Euro 6,£199,"£18,000",03-12-2021,,
141,Golf,Petrol,1.5L,Manual,"15,191 miles",5,128 bhp,2018 (68),Hatchback,114 g/km,BLACK,47.1,1.0,Euro 6,£199,"£18,000",,,
142,Scirocco,Diesel,2.0L,Automatic,"3,117 miles",2,150 bhp,2018 (67),Coupe,119 g/km,DEEP BLACK PEARL,57.7,2.0,Euro 6,£199,"£18,000",25-03-2022,,
143,Passat,Petrol,1.4L,Manual,"31,563 miles",4,123 bhp,2018 (18),Saloon,126 g/km,BLACK,52.3,1.0,Euro 6,£199,"£18,000",01-08-2022,,
144,Golf,Petrol,1.5L,Manual,"13,349 miles",5,128 bhp,2020 (69),Hatchback,115 g/km,SILVER,50.4,1.0,Euro 6,£199,"£18,000",,,
145,Golf,Diesel,2.0L,Manual,"65,609 miles",5,182 bhp,2017 (67),Hatchback,119 g/km,DEEP BLACK PEARL,60.1,2.0,Euro 6,£199,"£17,900",29-04-2022,BLACK VIENNA LEATHER,
146,Passat,Diesel,2.0L,Manual,"43,153 miles",4,148 bhp,2017 (67),Saloon,109 g/km,Manganese Grey Metallic,68.9,1.0,Euro 6,£199,"£17,900",15-09-2022,,
147,Tiguan,Diesel,2.0L,Automatic,"56,428 miles",5,148 bhp,2016 (66),Estate,129 g/km,GREY,57.7,2.0,Euro 6,£199,"£17,800",06-09-2022,,
148,Passat,Diesel,2.0L,Manual,"49,107 miles",4,148 bhp,2018 (18),Saloon,109 g/km,Manganese Grey Metallic,68.9,1.0,Euro 6,£199,"£17,800",06-03-2022,,
149,Golf,Diesel,1.6L,Automatic,"28,900 miles",5,114 bhp,2019 (19),Hatchback,107 g/km,ATLANTIC BLUE,54.3,2.0,Euro 6,£199,"£17,750",,,
150,Polo,Petrol,2.0L,Automatic,"20,419 miles",5,197 bhp,2018 (68),Hatchback,134 g/km,WHITE,47.9,1.0,Euro 6,£199,"£17,700",01-10-2022,,
151,Golf,Diesel,2.0L,Automatic,"40,805 miles",5,182 bhp,2016 (16),Hatchback,119 g/km,BLACK,62.8,2.0,Euro 6,£199,"£17,600",,,
152,Golf,Petrol,2.0L,Automatic,"70,173 miles",5,298 bhp,2014 (14),Hatchback,159 g/km,BLUE,39.8,2.0,Euro 5,£199,"£17,600",23-06-2022,,
153,Scirocco,Petrol,2.0L,Automatic,"30,162 miles",2,178 bhp,2017 (67),Coupe,148 g/km,GREY,44.1,2.0,Euro 6,£199,"£17,500",30-09-2022,,
154,Polo,Petrol,1.0L,Manual,"1,244 miles",5,79 bhp,2021 (71),Hatchback,106 g/km,WHITE,51.4,1.0,Euro 6,£199,"£17,500",,,
155,Golf,Hybrid Petrol,1.4L,Automatic,"40,358 miles",5,,2016 (16),Hatchback,39 g/km,WHITE,,2.0,Euro 6,£199,"£17,400",10-03-2022,,
156,Passat,Diesel,2.0L,Manual,"42,143 miles",4,148 bhp,2018 (18),Saloon,109 g/km,Atlantic Blue Metallic,68.9,1.0,Euro 6,£199,"£17,400",18-02-2022,,
157,Golf,Diesel,1.6L,Automatic,"35,991 miles",5,114 bhp,2017 (67),Hatchback,102 g/km,WHITE,72.4,,Euro 6,£199,"£17,300",12-02-2022,,
158,Golf,Diesel,2.0L,Manual,"71,927 miles",5,182 bhp,2018 (68),Hatchback,119 g/km,DEEP BLACK PEARL,60.1,1.0,Euro 6,£199,"£17,300",09-09-2022,,
159,Polo,Petrol,1.8L,Automatic,"12,448 miles",5,189 bhp,2017 (17),Hatchback,129 g/km,WHITE,50.4,1.0,Euro 6,£199,"£17,200",17-08-2022,,
160,Polo,Petrol,1.0L,Automatic,"37,733 miles",5,113 bhp,2019 (19),Hatchback,110 g/km,WHITE,46.3,1.0,Euro 6,£199,"£17,200",,,
161,T-Roc,Petrol,1.0L,Manual,"35,203 miles",5,113 bhp,2019 (19),Hatchback,119 g/km,ORANGE,44.8,1.0,Euro 6,£199,"£17,200",,,
162,Polo,Petrol,1.0L,Automatic,"11,546 miles",5,94 bhp,2019 (19),Hatchback,106 g/km,GREY,45.6,1.0,Euro 6,£199,"£17,200",,,
163,Golf,Diesel,2.0L,Manual,"68,918 miles",5,182 bhp,2017 (67),Hatchback,119 g/km,GREY,60.1,1.0,Euro 6,£199,"£17,100",29-09-2022,,
164,Golf,Diesel,2.0L,Manual,"26,783 miles",5,148 bhp,2019 (19),Hatchback,114 g/km,DEEP BLACK PEARL,55.4,1.0,Euro 6,£199,"£17,000",,,
165,Golf,Diesel,2.0L,Manual,"48,713 miles",5,148 bhp,2018 (18),Hatchback,109 g/km,BLACK,67.3,1.0,Euro 6,£199,"£17,000",30-07-2022,,
166,Golf,Diesel,2.0L,Manual,"56,319 miles",5,182 bhp,2017 (17),Hatchback,119 g/km,DEEP BLACK PEARL,60.1,1.0,Euro 6,£199,"£17,000",27-05-2022,,
167,Golf,Diesel,2.0L,Automatic,"39,922 miles",5,182 bhp,2016 (16),Hatchback,119 g/km,WHITE,62.8,,Euro 6,£199,"£17,000",08-04-2022,,
168,Golf,Diesel,1.6L,Manual,"28,303 miles",5,114 bhp,2018 (18),Hatchback,106 g/km,GREY,61.4,1.0,Euro 6,£199,"£17,000",23-05-2022,,
169,Golf,Petrol,1.5L,Manual,"22,995 miles",5,128 bhp,2018 (68),Hatchback,114 g/km,BLUE,47.1,1.0,Euro 6,£199,"£16,900",,,
170,Tiguan,Diesel,2.0L,Automatic,"56,818 miles",5,181 bhp,2015 (65),Estate,150 g/km,WHITE,49.6,2.0,Euro 6,£199,"£16,900",30-11-2021,,
171,Golf,Diesel,2.0L,Manual,"50,560 miles",5,148 bhp,2017 (17),Hatchback,109 g/km,GREY,67.3,2.0,Euro 6,£199,"£16,700",20-07-2022,,
172,Tiguan,Diesel,2.0L,Manual,"46,871 miles",5,148 bhp,2016 (16),Estate,140 g/km,WHITE,53.3,2.0,Euro 6,£199,"£16,700",24-02-2022,,
173,Passat,Diesel,1.6L,Manual,"19,924 miles",4,118 bhp,2017 (17),Saloon,105 g/km,SILVER,70.6,1.0,Euro 6,£199,"£16,700",22-10-2022,,
174,Golf,Diesel,2.0L,Automatic,"48,041 miles",5,148 bhp,2018 (18),Hatchback,120 g/km,DEEP BLACK PEARL,67.3,1.0,Euro 6,£199,"£16,600",14-08-2022,,
175,Scirocco,Petrol,2.0L,Automatic,"32,559 miles",2,178 bhp,2016 (16),Coupe,148 g/km,DEEP BLACK PEARL,44.1,2.0,Euro 6,£199,"£16,500",15-09-2022,,
176,Golf,Diesel,2.0L,Automatic,"51,060 miles",5,182 bhp,2016 (66),Hatchback,119 g/km,BLACK,62.8,2.0,Euro 6,£199,"£16,500",23-10-2021,,
177,Golf,Petrol,2.0L,Automatic,"72,322 miles",3,227 bhp,2015 (65),Hatchback,149 g/km,WHITE,44.1,,Euro 6,£199,"£16,500",28-02-2022,,
178,Polo,Petrol,1.8L,Automatic,"18,981 miles",5,189 bhp,2015 (65),Hatchback,129 g/km,BLACK,50.4,2.0,Euro 6,£199,"£16,500",18-12-2021,,
179,Passat,Diesel,2.0L,Manual,"35,441 miles",5,148 bhp,2017 (67),Estate,110 g/km,BLUE,67.3,1.0,Euro 6,£199,"£16,450",16-08-2022,,
180,Golf,Diesel,2.0L,Manual,"71,926 miles",5,182 bhp,2017 (17),Hatchback,119 g/km,INDIUM GREY,60.1,1.0,Euro 6,£199,"£16,200",29-06-2022,,
181,Passat,Diesel,2.0L,Manual,"44,094 miles",4,187 bhp,2015 (65),Saloon,107 g/km,BLACK,68.9,2.0,Euro 6,£199,"£16,200",21-09-2022,,
182,Polo,Petrol,1.0L,Manual,"10,220 miles",5,94 bhp,2018 (68),Hatchback,104 g/km,GREY,51.4,1.0,Euro 6,£199,"£16,200",08-11-2022,,
183,Scirocco,Diesel,2.0L,Automatic,"43,277 miles",2,182 bhp,2016 (16),Coupe,125 g/km,DEEP BLACK PEARL,53.3,,Euro 6,£199,"£16,100",07-10-2022,,
184,Golf,Diesel,2.0L,Manual,"38,026 miles",5,148 bhp,2018 (18),Hatchback,106 g/km,DEEP BLACK PEARL,68.9,1.0,Euro 6,£199,"£16,100",11-07-2022,,
185,Golf,Diesel,1.6L,Automatic,"42,787 miles",5,114 bhp,2017 (67),Hatchback,102 g/km,BLUE,72.4,1.0,Euro 6,£199,"£16,000",13-10-2021,,
186,Golf,Diesel,2.0L,Manual,"58,902 miles",5,182 bhp,2017 (66),Hatchback,109 g/km,BLUE,67.3,2.0,Euro 6,£199,"£16,000",25-02-2022,,
187,Passat,Diesel,1.6L,Manual,"33,572 miles",4,118 bhp,2017 (67),Saloon,105 g/km,GREY,70.6,1.0,Euro 6,£199,"£16,000",18-10-2022,,
188,Polo,Petrol,1.0L,Automatic,"9,822 miles",5,94 bhp,2018 (68),Hatchback,106 g/km,BLACK,45.6,1.0,Euro 6,£199,"£16,000",23-10-2022,,
189,Golf,Diesel,2.0L,Manual,"48,132 miles",5,182 bhp,2015 (65),Hatchback,109 g/km,GREY,67.3,,Euro 6,£199,"£16,000",22-02-2022,,
190,Golf,Petrol,1.5L,Manual,"42,474 miles",5,,2018 (68),Hatchback,120 g/km,WHITE,,1.0,,£199,"£16,000",07-10-2022,,
191,Scirocco,Petrol,2.0L,Automatic,"28,049 miles",2,178 bhp,2017 (17),Coupe,148 g/km,MAUVE/PURPLE,44.1,2.0,Euro 6,£199,"£16,000",19-08-2022,,
192,Golf,Petrol,1.4L,Automatic,"14,484 miles",5,121 bhp,2016 (16),Hatchback,120 g/km,BLUE,53.3,2.0,Euro 6,£199,"£15,700",26-06-2022,,
193,Passat,Diesel,2.0L,Automatic,"49,543 miles",4,148 bhp,2018 (18),Saloon,119 g/km,BLUE,62.8,1.0,Euro 6,£199,"£15,600",15-03-2022,,
194,Polo,Petrol,1.0L,Manual,"12,128 miles",5,113 bhp,2018 (68),Hatchback,107 g/km,Energetic Orange Metallic,49.6,1.0,Euro 6,£199,"£15,600",21-09-2022,,
195,Polo,Petrol,1.0L,Manual,"11,959 miles",5,94 bhp,2018 (68),Hatchback,104 g/km,SILVER,52.3,1.0,Euro 6,£199,"£15,600",,,
196,Scirocco,Petrol,1.4L,Manual,"19,420 miles",2,123 bhp,2016 (66),Coupe,125 g/km,GREY,52.3,1.0,Euro 6,£199,"£15,600",19-01-2022,,
197,Polo,Petrol,1.0L,Manual,"8,378 miles",5,113 bhp,2018 (18),Hatchback,107 g/km,GREY,60.1,1.0,Euro 6,£199,"£15,500",28-08-2022,,
198,Golf,Diesel,2.0L,Manual,"51,271 miles",5,182 bhp,2016 (66),Hatchback,109 g/km,GREY,67.3,2.0,Euro 6,£199,"£15,500",29-09-2022,,
199,Golf,Diesel,1.6L,Manual,"19,505 miles",5,114 bhp,2018 (18),Hatchback,106 g/km,BLUE,61.4,1.0,Euro 6,£199,"£15,500",08-07-2022,,
200,Passat,Diesel,1.6L,Manual,"65,104 miles",5,118 bhp,2018 (18),Estate,110 g/km,ATLANTIC BLUE,67.3,1.0,Euro 6,£199,"£15,400",03-05-2022,,
201,Tiguan,Diesel,2.0L,Manual,"48,300 miles",5,148 bhp,2015 (15),Estate,140 g/km,BEIGE,53.3,2.0,Euro 6,£199,"£15,400",09-03-2022,,
202,Passat,Diesel,2.0L,Automatic,"35,347 miles",4,148 bhp,2017 (17),Saloon,119 g/km,HARVARD BLUE,62.8,2.0,Euro 6,£199,"£15,400",01-08-2022,,
203,Scirocco,Petrol,2.0L,Manual,"49,326 miles",2,178 bhp,2016 (16),Coupe,139 g/km,DEEP BLACK PEARL,47.1,,Euro 6,£199,"£15,300",07-06-2022,,
204,Golf,Diesel,1.6L,Manual,"50,085 miles",5,114 bhp,2019 (69),Hatchback,112 g/km,WHITE,57.7,1.0,Euro 6,£199,"£15,250",,,
205,Golf,Petrol,1.4L,Manual,"36,338 miles",5,148 bhp,2016 (66),Hatchback,109 g/km,WHITE,60.1,2.0,Euro 6,£199,"£15,200",01-11-2022,,
